"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q92542",0.383142071058607,24.9122370466118,1.93977745685401,0.104246658892619,0.553823224020285,-4.90454512460852
"O00410",1.73759624482057,23.6575791469905,1.93565525531791,0.104825532425198,0.553823224020285,-4.90998761500935
"P36952",0.519308972843824,26.363968962689,1.93099946108892,0.105483265312011,0.553823224020285,-4.91613224552866
"Q12765",0.420878094973631,21.3131603335444,1.92466074643901,0.106385488311191,0.553823224020285,-4.92449387467353
"P22392;O60361",1.21415953485128,20.8742322372784,1.92325990301883,0.106585931952387,0.553823224020285,-4.92634113299076
"P32926",-0.244917740830662,24.7901743183733,-1.91286659410658,0.108085097220244,0.553823224020285,-4.94003909044521
"O76094",0.57187603185729,21.3414218893144,1.91180380477033,0.108239596742532,0.553823224020285,-4.94143905293341
"P30041",0.314931965772161,25.6873290392077,1.90893730066055,0.108657421487183,0.553823224020285,-4.94521425871311
"P62826",0.478301397032496,24.8976644339607,1.90733168133303,0.108892171467382,0.553823224020285,-4.94732841797527
"P30101",0.264898652097646,22.4210822979854,1.90557192077075,0.109150047433628,0.553823224020285,-4.9496451630735
"Q9H1E3",0.339436229985427,23.4264964262926,1.90415791871596,0.109357703588301,0.553823224020285,-4.95150642684029
"P60842",-0.656154680917311,24.1838432933105,-1.89249065163253,0.111086446508473,0.559307341141499,-4.9668542622314
"P25788",-0.348070329832371,24.0108132518931,-1.88533336219659,0.112160585310655,0.561451253635997,-4.97626047081943
"P11216",0.362896666592391,24.1110786511346,1.87236149137722,0.114134140633492,0.568046929819563,-4.9932903918951
"P01033",0.407186149132176,21.0006482006201,1.86769492749403,0.114852647655164,0.568088213522859,-4.99941103238416
"Q9UIV8",-0.562003459355701,21.3696676046284,-1.85647239917881,0.116599272122165,0.568088213522859,-5.01411753366442
"P04406;O14556",0.284852893186031,29.0698541757654,1.85562609191766,0.11673206618618,0.568088213522859,-5.0152258206123
"O95832",-2.06031517562757,24.4605535141524,-1.85540744014456,0.116766399546269,0.568088213522859,-5.01551214005533
"O00571;O15523",0.772749840406778,21.7305874241459,1.84203156632516,0.118886131932461,0.574313786441646,-5.0330137961226
"O75935",0.637753620423712,21.280002225709,1.83899702873119,0.119372380553691,0.574313786441646,-5.03698051095025
"P42025",-0.5333820951669,20.9328502098531,-1.82957105431104,0.120895538081819,0.578428375573785,-5.04929279665373
"P00338;Q6ZMR3;P07864",0.473149163267916,27.9632880710034,1.81309723457565,0.123604455845996,0.584016227066852,-5.070776517777
"P08865;A0A8I5KQE6",-0.250845923956732,23.5816353605143,-1.79931049678501,0.12591810096559,0.584016227066852,-5.08872097003786
"Q8TE68",0.368456805459594,24.5899103489554,1.79283810174624,0.12701913540333,0.584016227066852,-5.09713389365088
"Q53FA7",-0.26159623144158,25.8146539572975,-1.78338001109729,0.128645349854604,0.584016227066852,-5.10941425507438
"P63172",-0.966336976655988,21.5592824811596,-1.78011195234543,0.129212061700986,0.584016227066852,-5.11365372828815
"P02794",-0.642686858318424,25.6716649178293,-1.77700943681576,0.129752364699042,0.584016227066852,-5.11767663694354
