"UNIPROT","Symbol","DriverScore","ExprScore","NetScore","Symbol_biomat","Protein_Description","GO_BP","GO_CC","GO_MF"
"P16104","H2AX",1.42063737360932,0.821726299018811,0.645642146023145,"H2AX","H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]","DNA repair; DNA damage response; meiotic cell cycle; double-strand break repair; response to ionizing radiation; positive regulation of DNA repair; DNA recombination; positive regulation of double-strand break repair via homologous recombination; double-strand break repair via homologous recombination; heterochromatin formation; DNA damage checkpoint signaling; nucleosome assembly; protein localization to site of double-strand break; spermatogenesis","nucleosome; chromosome, telomeric region; nucleus; nuclear speck; nucleoplasm; chromosome; centrosome; site of DNA damage; site of double-strand break; chromatin; condensed nuclear chromosome; male germ cell nucleus; XY body; replication fork","DNA binding; structural constituent of chromatin; protein heterodimerization activity; enzyme binding; protein binding; histone binding; chromatin-protein adaptor activity; damaged DNA binding"
"P16144","ITGB4",-0.28499431112883,0.143856290859535,-0.462312411204617,"ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","cell communication; cell-matrix adhesion; integrin-mediated signaling pathway; hemidesmosome assembly; cell motility; autophagy; cell adhesion; mesodermal cell differentiation; response to wounding; cell migration; cell-cell adhesion; cell adhesion mediated by integrin; skin morphogenesis; nail development; myelination in peripheral nervous system; filopodium assembly; trophoblast cell migration","membrane; integrin complex; plasma membrane; nuclear membrane; anchoring junction; nucleolus; cell junction; hemidesmosome; cell leading edge; receptor complex; focal adhesion; basement membrane","protein binding; metal ion binding; G protein-coupled receptor binding; integrin binding; neuregulin binding"
"P17301","ITGA2",-1.05553299152582,0.139510561172026,-1.28828889077148,"ITGA2","integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]","cell adhesion; integrin-mediated signaling pathway; cell adhesion mediated by integrin; symbiont entry into host cell; cell-matrix adhesion; mesodermal cell differentiation; cell-substrate adhesion; cell-cell adhesion; blood coagulation; extracellular matrix organization; animal organ morphogenesis; response to hypoxia; positive regulation of leukocyte migration; substrate-dependent cell migration; hypotonic response; female pregnancy; response to xenobiotic stimulus; positive regulation of epithelial cell migration; response to amine; response to muscle activity; positive regulation of smooth muscle cell migration; mammary gland development; positive regulation of cell projection organization; positive regulation of collagen biosynthetic process; response to L-ascorbic acid; collagen-activated signaling pathway; skin morphogenesis; positive regulation of translation; positive regulation of cell adhesion; positive regulation of smooth muscle contraction; focal adhesion assembly; positive regulation of smooth muscle cell proliferation; positive regulation of positive chemotaxis; detection of mechanical stimulus involved in sensory perception of pain; positive regulation of transmission of nerve impulse; positive regulation of phagocytosis, engulfment; response to parathyroid hormone; cellular response to mechanical stimulus; cellular response to estradiol stimulus","integrin complex; membrane; focal adhesion; plasma membrane; integrin alpha2-beta1 complex; presynapse; axon; cell projection; axon terminus; basal part of cell; perinuclear region of cytoplasm","metal ion binding; protein binding; virus receptor activity; protein-containing complex binding; collagen binding; signaling receptor activity; amyloid-beta binding; heparan sulfate proteoglycan binding; integrin binding; laminin binding"
"P18084","ITGB5",-0.42992915790538,-0.0150806692777429,-0.447217758755152,"ITGB5","integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]","cell adhesion; integrin-mediated signaling pathway; symbiont entry into host cell; cell-matrix adhesion; transforming growth factor beta receptor signaling pathway; formation of primary germ layer; cell migration; stress fiber assembly; cell-cell adhesion; cell adhesion mediated by integrin; endodermal cell differentiation; wound healing, spreading of epidermal cells; epithelial cell-cell adhesion","plasma membrane; membrane; focal adhesion; integrin alphav-beta5 complex; receptor complex; integrin complex; phagocytic vesicle","metal ion binding; protein binding; virus receptor activity; signaling receptor binding; integrin binding"
"P21333","FLNA",-2.01557563922463,0.0777541922207918,-2.25666550853611,"FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]","actin cytoskeleton organization; positive regulation of canonical NF-kappaB signal transduction; regulation of cell migration; cell projection organization; cilium assembly; negative regulation of DNA-binding transcription factor activity; protein stabilization; receptor clustering; wound healing, spreading of cells; positive regulation of potassium ion transmembrane transport; negative regulation of apoptotic process; protein localization to plasma membrane; blood coagulation, intrinsic pathway; megakaryocyte development; release of sequestered calcium ion into cytosol; adenylate cyclase-inhibiting dopamine receptor signaling pathway; protein localization to cell surface; mitotic spindle assembly; negative regulation of transcription by RNA polymerase I; negative regulation of protein catabolic process; establishment of protein localization; actin crosslink formation; semaphorin-plexin signaling pathway; tubulin deacetylation; positive regulation of substrate adhesion-dependent cell spreading; regulation of membrane repolarization during atrial cardiac muscle cell action potential; regulation of membrane repolarization during cardiac muscle cell action potential; positive regulation of integrin-mediated signaling pathway; formation of radial glial scaffolds; cerebral cortex development; positive regulation of actin filament bundle assembly; mRNA transcription by RNA polymerase II; establishment of Sertoli cell barrier; protein localization to bicellular tight junction; positive regulation of neural precursor cell proliferation; positive regulation of neuron migration","cytoplasm; nucleus; membrane; cell projection; cytosol; plasma membrane; cytoskeleton; focal adhesion; anchoring junction; growth cone; actin cytoskeleton; extracellular region; cell cortex; cell-cell junction; perikaryon; podosome; nucleolus; Z disc; glycoprotein Ib-IX-V complex; Myb complex; postsynapse; glutamatergic synapse; actin filament; cortical cytoskeleton; neuronal cell body; dendritic shaft; perinuclear region of cytoplasm; apical dendrite","protein binding; actin filament binding; RNA binding; actin binding; G protein-coupled receptor binding; kinase binding; DNA-binding transcription factor binding; cadherin binding; protein homodimerization activity; transmembrane transporter binding; small GTPase binding; potassium channel regulator activity; GTPase binding; Fc-gamma receptor I complex binding; protein-containing complex binding; SMAD binding"
"P23229","ITGA6",-0.128733505673669,0.321565464282523,-0.485434325143027,"ITGA6","integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]","cell adhesion; integrin-mediated signaling pathway; cell-matrix adhesion; cell-substrate adhesion; positive regulation of GTPase activity; positive regulation of transcription by RNA polymerase II; positive regulation of cell migration; cell-cell adhesion; positive regulation of neuron projection development; skin morphogenesis; negative regulation of extrinsic apoptotic signaling pathway; positive regulation of apoptotic process; nail development; cell-substrate junction assembly; leukocyte migration","integrin complex; plasma membrane; membrane; focal adhesion; integrin alpha6-beta1 complex; integrin alpha6-beta4 complex","metal ion binding; protein binding; cadherin binding; signaling receptor activity; neuregulin binding"
"P23528","CFL1",-0.116552445177761,-0.00894432656808866,-0.116004427996535,"CFL1","cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]","actin filament depolymerization; negative regulation of apoptotic process; actin polymerization or depolymerization; response to virus; cytoskeleton organization; regulation of cell morphogenesis; establishment of spindle localization; Rho protein signal transduction; actin cytoskeleton organization; actin filament severing; mitotic cytokinesis; positive regulation of embryonic development; positive regulation by host of viral process; neural crest cell migration; neural fold formation; actin filament organization; establishment of cell polarity; cell projection organization; response to amino acid; cell motility; protein import into nucleus; negative regulation of cell adhesion; response to activity; hippocampus development; actin filament fragmentation; positive regulation of cell growth; negative regulation of actin filament depolymerization; positive regulation of actin filament depolymerization; positive regulation of synaptic plasticity; negative regulation of actin filament bundle assembly; positive regulation of proteolysis; modulation of chemical synaptic transmission; negative regulation of unidimensional cell growth; positive regulation of focal adhesion assembly; positive regulation of dendritic spine development; regulation of dendritic spine morphogenesis; cellular response to interleukin-1; cellular response to interleukin-6; cellular response to tumor necrosis factor; cellular response to ether; cellular response to epidermal growth factor stimulus; negative regulation of dendritic spine maintenance; positive regulation of protein localization to cell leading edge; negative regulation of postsynaptic density organization; cellular response to insulin-like growth factor stimulus; negative regulation of cell motility; positive regulation of cell motility; positive regulation of establishment of cell polarity regulating cell shape; positive regulation of barbed-end actin filament capping","actin cytoskeleton; nucleus; cytoplasm; extracellular space; plasma membrane; membrane; cell projection; cytoskeleton; focal adhesion; lamellipodium membrane; axon; growth cone; lamellipodium; vesicle; cytosol; glutamatergic synapse; cell-cell junction; filopodium; cortical actin cytoskeleton; cell leading edge; mitochondrial membrane; neuronal cell body; dendritic spine; cofilin-actin rod; synaptic membrane","actin binding; protein binding; actin filament binding; signaling receptor binding; protein phosphatase binding; phosphatidylinositol bisphosphate binding"
"P24821","TNC",0.302238774156835,0.0143843829239628,0.310314727482455,"TNC","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]","cell adhesion; osteoblast differentiation; response to wounding; regulation of cell adhesion; regulation of cell growth; regulation of cell migration; neuromuscular junction development; positive regulation of cell population proliferation; positive regulation of gene expression; peripheral nervous system axon regeneration; prostate gland development; mesenchymal-epithelial cell signaling involved in prostate gland development; prostate gland epithelium morphogenesis; morphogenesis of an epithelium; negative regulation of cell adhesion; response to mechanical stimulus; neuron projection development; odontogenesis of dentin-containing tooth; response to ethanol; regulation of inflammatory response; bud outgrowth involved in lung branching; cellular response to retinoic acid; cellular response to vitamin D; response to fibroblast growth factor; cellular response to prostaglandin D stimulus","extracellular space; extracellular region; membrane; focal adhesion; extracellular matrix; endoplasmic reticulum lumen; basement membrane; tenascin complex; perisynaptic extracellular matrix; glutamatergic synapse; interstitial matrix","protein binding; integrin binding; extracellular matrix structural constituent"
"P26006","ITGA3",-1.48597251688154,-0.115503827193932,-1.4774018771859,"ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","cell adhesion; regulation of signal transduction; cell differentiation; integrin-mediated signaling pathway; system development; system process; Rho protein signal transduction; neuron migration; memory; negative regulation of Rho protein signal transduction; exploration behavior; dendritic spine maintenance; heart development; response to xenobiotic stimulus; positive regulation of gene expression; positive regulation of epithelial cell migration; positive regulation of cell-substrate adhesion; positive regulation of neuron projection development; negative regulation of cell projection organization; response to gonadotropin; maternal process involved in female pregnancy; postsynapse organization; regulation of Wnt signaling pathway; mesodermal cell differentiation; positive regulation of protein localization to plasma membrane; cell-cell adhesion; nephron development; cell-matrix adhesion; regulation of transforming growth factor beta receptor signaling pathway; skin development; lung development; regulation of BMP signaling pathway; leukocyte migration; renal filtration","integrin complex; plasma membrane; membrane; cell projection; focal adhesion; filopodium membrane; anchoring junction; cell periphery; neuromuscular junction; postsynaptic membrane; presynaptic active zone membrane; glutamatergic synapse; growth cone; synapse; perinuclear region of cytoplasm; excitatory synapse; synaptic membrane; growth cone filopodium; integrin alpha3-beta1 complex; receptor complex","protein binding; metal ion binding; protein heterodimerization activity; protease binding; fibronectin binding; integrin binding; collagen binding; protein domain specific binding; laminin binding; protein-containing complex binding; signaling receptor activity"
"P26038","MSN",-0.282121742777887,-0.352657711798381,0.0760396598799771,"MSN","moesin [Source:HGNC Symbol;Acc:HGNC:7373]","cytoskeleton organization; regulation of cell shape; positive regulation of protein catabolic process; positive regulation of gene expression; regulation of cell size; establishment of endothelial barrier; regulation of organelle assembly; positive regulation of protein localization to early endosome; positive regulation of early endosome to late endosome transport; T cell migration; establishment of epithelial cell apical/basal polarity; gland morphogenesis; T cell proliferation; regulation of lymphocyte migration; leukocyte cell-cell adhesion; membrane to membrane docking; leukocyte migration; immunological synapse formation; positive regulation of podosome assembly","cytoskeleton; nucleus; cytoplasm; extracellular space; plasma membrane; membrane; cell projection; focal adhesion; perinuclear region of cytoplasm; pseudopodium; vesicle; filopodium; cell periphery; microvillus; microvillus membrane; cytosol; blood microparticle; adherens junction; apical part of cell; uropod","cytoskeletal protein binding; actin binding; signaling receptor binding; protein binding; protein kinase binding; cell adhesion molecule binding; structural constituent of cytoskeleton; double-stranded RNA binding; enzyme binding"
"P27824","CANX",1.68094204943199,1.87722913669928,-0.21160272640899,"CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]","protein folding; clathrin-dependent endocytosis; ERAD pathway; synaptic vesicle endocytosis; protein secretion; viral protein processing; protein folding in endoplasmic reticulum","endoplasmic reticulum; membrane; mitochondrion; endoplasmic reticulum membrane; mitochondrial membrane; melanosome membrane; presynapse; endoplasmic reticulum lumen; mitochondria-associated endoplasmic reticulum membrane contact site; nuclear membrane; endoplasmic reticulum quality control compartment","protein binding; calcium ion binding; unfolded protein binding; RNA binding; metal ion binding; carbohydrate binding"
"P29317","EPHA2",1.37007177321092,-0.399012504517374,1.90712013523753,"EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]","protein phosphorylation; cell surface receptor protein tyrosine kinase signaling pathway; apoptotic process; cell differentiation; cell adhesion; angiogenesis; cell migration; regulation of cell migration; response to stress; regulation of cell adhesion; symbiont entry into host cell; animal organ development; osteoblast differentiation; ephrin receptor signaling pathway; cell motility; osteoclast differentiation; activation of GTPase activity; positive regulation of protein localization to plasma membrane; intrinsic apoptotic signaling pathway in response to DNA damage; epithelial cell differentiation; positive regulation of bicellular tight junction assembly; cell chemotaxis; positive regulation of cell migration; regulation of cell adhesion mediated by integrin; keratinocyte differentiation; bone remodeling; regulation of angiogenesis; response to growth factor; skeletal system development; blood vessel development; vasculogenesis; negative regulation of cytokine production; blood vessel endothelial cell proliferation involved in sprouting angiogenesis; inflammatory response; notochord formation; negative regulation of angiogenesis; neural tube development; central nervous system neuron differentiation; negative regulation of chemokine production; axial mesoderm formation; blood vessel morphogenesis; notochord morphogenesis; defense response to Gram-positive bacterium; notochord cell development; negative regulation of lymphangiogenesis; pericyte cell differentiation; mammary gland epithelial cell proliferation; regulation of blood vessel endothelial cell migration; cAMP metabolic process; branching involved in mammary gland duct morphogenesis; protein localization to plasma membrane","membrane; plasma membrane; cell projection; focal adhesion; lamellipodium membrane; anchoring junction; lamellipodium; leading edge membrane; tight junction; receptor complex","ATP binding; protein binding; protein kinase activity; ephrin receptor activity; protein tyrosine kinase activity; transferase activity; nucleotide binding; kinase activity; transmembrane receptor protein tyrosine kinase activity; virus receptor activity; cadherin binding; molecular function activator activity; growth factor binding"
"P31431","SDC4",2.38067273438513,1.02676926020132,1.45954413211995,"SDC4","syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]","positive regulation of exosomal secretion; cell migration; positive regulation of extracellular exosome assembly; neural tube closure; wound healing; inner ear receptor cell stereocilium organization; ureteric bud development; negative regulation of T cell proliferation; positive regulation of stress fiber assembly; positive regulation of focal adhesion assembly","membrane; extracellular region; plasma membrane; lysosomal lumen; Golgi lumen; focal adhesion; costamere","protein binding; identical protein binding; fibronectin binding; protein kinase C binding"
"P39060","COL18A1",-1.590345917874,-1.52680682909174,-0.0684968359714853,"COL18A1","collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]","cell adhesion; regulation of cell population proliferation; anatomical structure morphogenesis; angiogenesis; visual perception; negative regulation of cell population proliferation; skeletal system development; animal organ morphogenesis; endothelial cell morphogenesis; response to xenobiotic stimulus; response to hydrostatic pressure","extracellular space; extracellular region; endoplasmic reticulum lumen; collagen trimer; basement membrane; extracellular matrix","metal ion binding; extracellular matrix structural constituent conferring tensile strength; protein binding"
"P43121","MCAM",2.74635624262176,1.27206516453602,1.5893251868299,"MCAM","melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]","cell adhesion; glomerular filtration; angiogenesis; anatomical structure morphogenesis; vascular wound healing; positive regulation of cell migration","membrane; focal adhesion; plasma membrane; extracellular region; extracellular space","protein binding; laminin receptor activity"
"P48509","CD151",-2.00850749679529,-0.783239032093947,-1.32087215375863,"CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","cell migration; cell adhesion; positive regulation of cell migration; T cell proliferation; wound healing, spreading of cells; positive regulation of endocytosis","membrane; plasma membrane; focal adhesion; cytosol; basement membrane","protein binding; integrin binding"
"P55072","VCP",-1.625561765745,-0.249736632667891,-1.48317626632607,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]","protein ubiquitination; autophagy; DNA repair; DNA damage response; ERAD pathway; regulation of apoptotic process; double-strand break repair; autophagosome maturation; proteasomal protein catabolic process; proteasome-mediated ubiquitin-dependent protein catabolic process; macroautophagy; establishment of protein localization; canonical NF-kappaB signal transduction; retrograde protein transport, ER to cytosol; endoplasmic reticulum unfolded protein response; stress granule disassembly; cellular response to arsenite ion; cellular response to heat; positive regulation of non-canonical NF-kappaB signal transduction; positive regulation of protein-containing complex assembly; negative regulation of hippo signaling; positive regulation of proteasomal ubiquitin-dependent protein catabolic process; positive regulation of protein catabolic process; endosome to lysosome transport via multivesicular body sorting pathway; positive regulation of canonical Wnt signaling pathway; cytoplasm protein quality control; ubiquitin-dependent protein catabolic process; translesion synthesis; viral genome replication; aggresome assembly; NADH metabolic process; endoplasmic reticulum to Golgi vesicle-mediated transport; negative regulation of smoothened signaling pathway; ATP metabolic process; regulation of synapse organization; mitotic spindle disassembly; cellular response to misfolded protein; flavin adenine dinucleotide catabolic process; positive regulation of protein K63-linked deubiquitination; regulation of aerobic respiration; positive regulation of oxidative phosphorylation; regulation of protein localization to chromatin; positive regulation of ubiquitin-dependent protein catabolic process; positive regulation of ATP biosynthetic process","nucleus; cytoplasm; cytosol; nucleoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; ciliary basal body; extracellular region; protein-containing complex; VCP-NPL4-UFD1 AAA ATPase complex; VCP-NSFL1C complex; site of double-strand break; secretory granule lumen; ficolin-1-rich granule lumen; perinuclear region of cytoplasm; azurophil granule lumen; intracellular membrane-bounded organelle; proteasome complex; synapse; glutamatergic synapse; lipid droplet; cytoplasmic ubiquitin ligase complex; ATPase complex","ATP binding; hydrolase activity; ATP hydrolysis activity; protein binding; RNA binding; nucleotide binding; lipid binding; identical protein binding; protein-containing complex binding; protein domain specific binding; protein phosphatase binding; ubiquitin protein ligase binding; BAT3 complex binding; ubiquitin-modified protein reader activity; ubiquitin-specific protease binding; ubiquitin-like protein ligase binding; polyubiquitin modification-dependent protein binding; deubiquitinase activator activity; MHC class I protein binding; ADP binding"
"P61224","RAP1B",-0.955997812199578,-2.13711169005571,1.27327232898165,"RAP1B","RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]","signal transduction; regulation of establishment of cell polarity; establishment of endothelial barrier; cellular response to cAMP; calcium-ion regulated exocytosis; establishment of localization in cell; small GTPase-mediated signal transduction; cell population proliferation; negative regulation of calcium ion-dependent exocytosis; negative regulation of synaptic vesicle exocytosis; positive regulation of integrin activation; regulation of cell junction assembly","membrane; cytoplasm; plasma membrane; cytosol; anchoring junction; lipid droplet; cell-cell junction; azurophil granule membrane; glutamatergic synapse","GTPase activity; GTP binding; hydrolase activity; nucleotide binding; protein binding; G protein activity; GDP binding; protein-containing complex binding"
"P61769","B2M",0.865527036248045,0.135185689242883,0.787327492536772,"B2M","beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]","immune response; immune system process; antigen processing and presentation of peptide antigen via MHC class I; response to metal ion; positive regulation of T cell activation; positive regulation of receptor-mediated endocytosis; learning or memory; negative regulation of neurogenesis; antigen processing and presentation of exogenous peptide antigen via MHC class II; positive regulation of immune response; negative regulation of receptor-mediated endocytosis; transferrin transport; intracellular iron ion homeostasis; cellular response to iron ion; positive regulation of T cell cytokine production; antigen processing and presentation of endogenous peptide antigen via MHC class I; regulation of iron ion transport; negative regulation of iron ion transport; negative regulation of epithelial cell proliferation; protein homotetramerization; cellular response to nicotine; amyloid fibril formation; positive regulation of cellular senescence; negative regulation of forebrain neuron differentiation; T cell mediated cytotoxicity; positive regulation of T cell mediated cytotoxicity; response to molecule of bacterial origin; iron ion transport; negative regulation of neuron projection development; T cell differentiation in thymus; multicellular organismal-level iron ion homeostasis; cellular response to iron(III) ion; sensory perception of smell","extracellular region; extracellular space; membrane; cytosol; Golgi apparatus; plasma membrane; focal adhesion; endoplasmic reticulum; late endosome membrane; phagocytic vesicle membrane; HFE-transferrin receptor complex; endoplasmic reticulum lumen; specific granule lumen; tertiary granule lumen; ER to Golgi transport vesicle membrane; MHC class I peptide loading complex; lysosomal membrane; early endosome membrane; recycling endosome membrane; early endosome lumen","protein binding; structural molecule activity; identical protein binding; protein homodimerization activity; MHC class II protein complex binding"
"P62195","PSMC5",-0.418153106553286,-1.61357133796575,1.28869280444021,"PSMC5","proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]","positive regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; proteasome-mediated ubiquitin-dependent protein catabolic process; positive regulation of proteasomal protein catabolic process; negative regulation of DNA-templated transcription; positive regulation of inclusion body assembly; negative regulation of programmed cell death","nucleus; cytoplasm; membrane; cytoplasmic vesicle; proteasome complex; proteasome accessory complex; inclusion body; proteasome regulatory particle; nuclear proteasome complex; cytosolic proteasome complex; nucleoplasm; cytosol; blood microparticle; proteasome regulatory particle, base subcomplex","ATP binding; ATP hydrolysis activity; nucleotide binding; protein binding; DNA-binding transcription factor binding; signaling receptor binding; general transcription initiation factor binding; transcription factor binding; thyrotropin-releasing hormone receptor binding"
"P62805","H4C1",1.54516159874467,1.17306281246078,0.401132437020303,"H4C4; H4C13; H4C6; H4C3; H4C8; H4C11; H4C5; H4C16; H4C9; H4C2; H4C12; H4C1; H4C15; H4C14","H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782]; H4 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4791]; H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]; H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]; H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]; H4 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4785]; H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]; H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]; H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]; H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]; H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]; H4 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4781]; H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]; H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]","nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization","nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding"
