"UNIPROT","Symbol","DriverScore","ExprScore","NetScore","Symbol_biomat","Protein_Description","GO_BP","GO_CC","GO_MF"
"P62805","H4C6",0.194722547528863,1.64863821554898,-1.56735995018794,"H4C4; H4C13; H4C6; H4C3; H4C8; H4C11; H4C5; H4C16; H4C9; H4C2; H4C12; H4C1; H4C15; H4C14","H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782]; H4 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4791]; H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]; H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]; H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]; H4 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4785]; H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]; H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]; H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]; H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]; H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]; H4 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4781]; H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]; H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]","nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization","nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding"
"P62805","H4C8",1.54516159874467,1.17306281246078,0.401132437020303,"H4C4; H4C13; H4C6; H4C3; H4C8; H4C11; H4C5; H4C16; H4C9; H4C2; H4C12; H4C1; H4C15; H4C14","H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782]; H4 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4791]; H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]; H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]; H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]; H4 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4785]; H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]; H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]; H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]; H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]; H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]; H4 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4781]; H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]; H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]","nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization","nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding"
"P62805","H4C9",1.54516159874467,1.17306281246078,0.401132437020303,"H4C4; H4C13; H4C6; H4C3; H4C8; H4C11; H4C5; H4C16; H4C9; H4C2; H4C12; H4C1; H4C15; H4C14","H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782]; H4 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4791]; H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]; H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]; H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]; H4 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4785]; H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]; H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]; H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]; H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]; H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]; H4 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4781]; H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]; H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]","nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization; nucleosome assembly; chromatin organization; protein localization to CENP-A containing chromatin; telomere organization","nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleosome; nucleoplasm; CENP-A containing nucleosome; nucleosome; chromosome, telomeric region; nucleus; membrane; chromosome; extracellular region; protein-containing complex; nucleoplasm; CENP-A containing nucleosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding; RNA binding; DNA binding; protein binding; protein heterodimerization activity; structural constituent of chromatin; DNA binding; structural constituent of chromatin; protein heterodimerization activity; RNA binding; protein binding"
"P62837","UBE2D2",-1.3472035354009,-2.52348144277225,1.26805902354387,"UBE2D2","ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475]","protein ubiquitination; protein K48-linked ubiquitination; ubiquitin-dependent protein catabolic process; protein modification process; protein polyubiquitination; protein autoubiquitination","nucleus; nucleoplasm; cytosol; protein-containing complex","transferase activity; nucleotide binding; ATP binding; protein binding; ubiquitin-protein transferase activity; ubiquitin conjugating enzyme activity; ubiquitin protein ligase activity"
"P62987","UBA52",-2.35417488198191,-0.211051431685402,-2.31034436053472,"UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]","translation; protein ubiquitination; cytoplasmic translation; protein modification process; modification-dependent protein catabolic process; response to insecticide","ribosome; nucleus; cytoplasm; extracellular space; vesicle; ribonucleoprotein complex; lysosomal membrane; plasma membrane; cytosolic ribosome; nucleoplasm; endoplasmic reticulum membrane; cytosol; endosome membrane; large ribosomal subunit; mitochondrial outer membrane; endocytic vesicle membrane; cytosolic large ribosomal subunit","structural constituent of ribosome; protein binding; ubiquitin protein ligase binding; protein tag activity"
"P67809","YBX1",0.074386799638283,-1.57890962116763,1.78229773071295,"YBX1","Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]","RNA splicing; mRNA processing; negative regulation of translation; regulation of DNA-templated transcription; positive regulation of cell division; regulation of gene expression; mRNA stabilization; positive regulation of transcription by RNA polymerase II; CRD-mediated mRNA stabilization; protein localization to cytoplasmic stress granule; epidermis development; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; positive regulation of cytoplasmic translation; embryonic morphogenesis; miRNA transport; negative regulation of transcription by RNA polymerase II; in utero embryonic development; negative regulation of striated muscle cell differentiation; RNA transport; tRNA transport; negative regulation of cellular senescence","nucleus; cytoplasm; extracellular region; endoplasmic reticulum; cytosol; plasma membrane; P-body; ribonucleoprotein complex; nucleoplasm; CRD-mediated mRNA stability complex; histone pre-mRNA 3'end processing complex; U12-type spliceosomal complex; synapse","nucleic acid binding; protein binding; RNA binding; DNA binding; miRNA binding; sequence-specific double-stranded DNA binding; GTPase binding; double-stranded DNA binding; chromatin binding; single-stranded DNA binding; mRNA binding"
"P68363","TUBA1B",0.98830787758208,-0.594509356747421,1.70631928393317,"TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","microtubule-based process; microtubule cytoskeleton organization; mitotic cell cycle; cytoskeleton-dependent intracellular transport; cell division; cellular response to interleukin-4","microtubule; cytoplasm; cytoskeleton; cilium; microtubule cytoskeleton; cytoplasmic microtubule","GTP binding; structural constituent of cytoskeleton; hydrolase activity; nucleotide binding; protein binding; GTPase activity; ubiquitin protein ligase binding; double-stranded RNA binding; structural molecule activity"
"P68371","TUBB4B",-2.34069789641354,-1.8788038166668,-0.497934163409772,"TUBB4B","tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]","microtubule-based process; microtubule cytoskeleton organization; mitotic cell cycle; flagellated sperm motility","microtubule; nucleus; cytoplasm; cell projection; cytoskeleton; microtubule cytoskeleton; cilium; motile cilium; extracellular region; intercellular bridge; mitotic spindle; axonemal microtubule; cytosol; azurophil granule lumen; extracellular vesicle","GTPase activity; GTP binding; structural constituent of cytoskeleton; metal ion binding; nucleotide binding; protein binding; unfolded protein binding; MHC class I protein binding; double-stranded RNA binding"
"P98160","HSPG2",-0.450668369317184,-0.0358223860612967,-0.447215057897442,"HSPG2","heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]","cell differentiation; angiogenesis; brain development; circulatory system development; negative regulation of angiogenesis; receptor-mediated endocytosis; inflammatory response; response to hypoxia; positive regulation of endothelial cell proliferation; lipid metabolic process; negative regulation of cell adhesion; smoothened signaling pathway; embryo implantation; negative regulation of cell population proliferation; response to xenobiotic stimulus; animal organ regeneration","extracellular space; extracellular region; focal adhesion; basement membrane; extracellular matrix; plasma membrane; Golgi lumen; neuron projection; lysosomal lumen; plasma membrane protein complex","protein binding; calcium ion binding; metal ion binding; amyloid-beta binding; low-density lipoprotein particle receptor binding; extracellular matrix structural constituent conferring compression resistance"
"Q00610","CLTC",-1.86886102622819,-1.55432953868944,-0.339073350322023,"CLTC","clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]","intracellular protein transport; vesicle-mediated transport; cell division; autophagy; receptor-mediated endocytosis; retrograde transport, endosome to Golgi; osteoblast differentiation; mitotic cell cycle; clathrin coat disassembly; clathrin coat assembly; negative regulation of hyaluronan biosynthetic process; negative regulation of protein localization to plasma membrane; transferrin transport; receptor internalization; amyloid-beta clearance by transcytosis; regulation of mitotic spindle organization; clathrin-dependent endocytosis","clathrin coat of trans-Golgi network vesicle; clathrin coat of coated pit; clathrin complex; cytoplasm; membrane; cytosol; cytoskeleton; focal adhesion; cytoplasmic vesicle; spindle; plasma membrane; mitotic spindle; centriolar satellite; lysosome; endosome; trans-Golgi network; clathrin-coated pit; clathrin-coated vesicle; cytoplasmic vesicle membrane; protein-containing complex; extracellular vesicle; clathrin-coated endocytic vesicle membrane; mitotic spindle microtubule; clathrin-coated endocytic vesicle; clathrin coat","protein binding; structural molecule activity; RNA binding; low-density lipoprotein particle receptor binding; double-stranded RNA binding; protein kinase binding; disordered domain specific binding; ubiquitin-specific protease binding"
"Q15836","VAMP3",-1.37777444203556,-2.60747363464439,1.3256485968668,"VAMP3","vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]","vesicle-mediated transport; protein transport; retrograde transport, endosome to Golgi; membrane fusion; protein-containing complex assembly; vesicle fusion; exocytosis; substrate adhesion-dependent cell spreading; positive regulation of receptor recycling; SNARE complex assembly; calcium-ion regulated exocytosis; Golgi to plasma membrane protein transport; establishment of localization in cell; cellular response to type II interferon; vesicle docking involved in exocytosis; negative regulation of secretion by cell","membrane; plasma membrane; synapse; endosome; cytosol; endomembrane system; recycling endosome membrane; early endosome membrane; neuron projection; clathrin-coated vesicle; SNARE complex; transport vesicle; phagocytic vesicle membrane; intracellular membrane-bounded organelle; clathrin-coated endocytic vesicle membrane; recycling endosome; early endosome; secretory granule; cytoplasmic vesicle; phagocytic vesicle; perinuclear region of cytoplasm","protein binding; SNAP receptor activity"
"Q16543","CDC37",-0.395134223465512,-1.4561114160458,1.14376177125713,"CDC37","cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]","protein folding; regulation of cyclin-dependent protein serine/threonine kinase activity; protein targeting; protein stabilization; regulation of type II interferon-mediated signaling pathway; regulation of type I interferon-mediated signaling pathway; post-transcriptional regulation of gene expression; positive regulation of type 2 mitophagy","cytoplasm; cytosol; protein folding chaperone complex; HSP90-CDC37 chaperone complex","protein kinase binding; protein binding; heat shock protein binding; scaffold protein binding; unfolded protein binding; protein-folding chaperone binding; kinase binding; protein kinase regulator activity; Hsp90 protein binding"
"Q16777","H2AC20",-0.901414080002232,0.154876412988229,-1.13870938383382,"H2AC20","H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]","heterochromatin formation","nucleosome; nucleus; chromosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity"
"Q71U36","TUBA1A",5.45361482548718,3.64030198831756,1.95479970445026,"TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","microtubule-based process; cytoskeleton organization; microtubule cytoskeleton organization; mitotic cell cycle; cytoskeleton-dependent intracellular transport; cell division; neuron migration; startle response; intracellular protein transport; centrosome cycle; smoothened signaling pathway; memory; locomotory behavior; adult locomotory behavior; response to mechanical stimulus; glial cell differentiation; gene expression; dentate gyrus development; cerebellar cortex morphogenesis; hippocampus development; pyramidal neuron differentiation; cerebral cortex development; neurogenesis; neuron differentiation; flagellated sperm motility; adult behavior; response to tumor necrosis factor; locomotory exploration behavior; microtubule polymerization; forebrain morphogenesis; homeostasis of number of cells within a tissue; regulation of synapse organization; synapse organization; neuron apoptotic process; motor behavior; cellular response to calcium ion; organelle transport along microtubule; neuron projection arborization; response to L-glutamate","microtubule; nucleus; cytoplasm; cell projection; cytoskeleton; cilium; microtubule cytoskeleton; motile cilium; recycling endosome; axonemal microtubule; cytosol; cytoplasmic ribonucleoprotein granule; condensed chromosome; plasma membrane; neuromuscular junction; synapse; cytoplasmic microtubule","GTP binding; structural constituent of cytoskeleton; hydrolase activity; metal ion binding; nucleotide binding; protein binding; identical protein binding; structural molecule activity; protein-containing complex binding; protein heterodimerization activity"
"Q71UI9","H2AZ2",0.845667383126484,0.347024399551381,0.537550463956501,"H2AZ2","H2A.Z variant histone 2 [Source:HGNC Symbol;Acc:HGNC:20664]","heterochromatin formation; chromatin organization","nucleosome; nucleus; chromosome","DNA binding; structural constituent of chromatin; protein heterodimerization activity; molecular adaptor activity"
"Q96EY5","MVB12A",1.65763843356512,0.556226155538454,1.18735187411185,"MVB12A","multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]","protein transport; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; regulation of epidermal growth factor receptor signaling pathway; macroautophagy; viral budding via host ESCRT complex; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; membrane fission; receptor catabolic process; viral budding; virus maturation; endosome to lysosome transport via multivesicular body sorting pathway","ESCRT I complex; nucleus; cytoplasm; membrane; endosome; cytosol; cytoskeleton; vesicle; centrosome; late endosome membrane; endosome membrane","protein binding; lipid binding; ubiquitin binding"
"Q99816","TSG101",-2.52331504347355,-0.58845412317739,-2.08583178678148,"TSG101","tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]","protein modification process; protein transport; cell division; viral budding via host ESCRT complex; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; macroautophagy; positive regulation of exosomal secretion; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; membrane fission; extracellular transport; regulation of MAP kinase activity; viral release from host cell; endosome to lysosome transport; negative regulation of epidermal growth factor-activated receptor activity; viral budding; regulation of extracellular exosome assembly; negative regulation of transcription by RNA polymerase II; regulation of cell growth; negative regulation of cell population proliferation; cell differentiation; keratinocyte differentiation; regulation of cell cycle; negative regulation of epidermal growth factor receptor signaling pathway; autophagosome maturation; positive regulation of viral budding via host ESCRT complex; exosomal secretion; positive regulation of ubiquitin-dependent endocytosis","nucleus; cytoplasm; plasma membrane; membrane; cytosol; endosome; cytoskeleton; nucleolus; early endosome membrane; early endosome; centrosome; late endosome membrane; ESCRT I complex; Flemming body; endosome membrane; late endosome; multivesicular body","calcium-dependent protein binding; protein binding; ubiquitin protein ligase binding; protein homodimerization activity; protein-containing complex binding; ubiquitin binding; virion binding; DNA binding; transcription corepressor activity"
