"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"P50395",0.596357761409852,26.1643685027465,4.14348609116509,0.00497786385693122,0.0104594401279567,-2.86005336610061
"P35613",0.453520325806487,26.3235400586853,4.13294623084731,0.0050409762349881,0.0105293763961586,-2.873882678141
"Q14974",0.587541786702875,25.15981423589,4.11221627545792,0.00516770360339168,0.0107305845411604,-2.90112921156628
"P30153;P30154",0.691686750544797,25.9700711262262,4.0931047702066,0.00528766183094971,0.0109154656510248,-2.92630345748443
"P07737;CON__P02584",1.07587436041013,28.0716265072753,4.08010273823084,0.00537102972293118,0.0110231016988064,-2.94346019443067
"Q08722",0.976813900687574,25.7049994375602,4.0723964275913,0.00542112646616841,0.0110616048702743,-2.95364047879912
"P07942",1.32433645087325,24.6536217751674,4.04956244420375,0.0055726188128912,0.0113053703502908,-2.98385498501374
"P07195",0.753459851466705,26.0428576158649,4.0287536474644,0.00571475218682239,0.0115274715539903,-3.01145480395119
"Q14764",0.485351219089182,26.4194737847136,4.00500280228195,0.00588188879029395,0.01179719740326,-3.04303246848892
"P60709;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39",0.553264694573404,30.9136314135528,3.98046185992518,0.00606026700843761,0.0120560223833804,-3.07574505749413
"P60660;P14649",-0.833418045341134,25.5634918623346,-3.97789844872177,0.0060792407485601,0.0120560223833804,-3.07916697378171
"Q15149;P58107",-0.404093808889382,24.8593513155617,-3.94375192310869,0.00633832822176896,0.0124996081691868,-3.12483827872436
"P37802;Q9UI15",0.8185539122363,26.6382339649162,3.92716270765733,0.00646856976873235,0.0126855840464584,-3.14708601262405
"Q16851",-1.31003028601907,24.2047021302593,-3.902683234386,0.00666617139760395,0.0129619115144199,-3.17998611869394
"P00558;P07205",0.518291065948567,27.9684596475358,3.90064616831757,0.00668291188562159,0.0129619115144199,-3.18272770334243
"P19256",2.13343408225731,23.4941224811205,3.82520840468668,0.00733663488769066,0.0141520880620481,-3.28466340843902
"P31946",0.453302148034005,26.89343271276,3.82076433636674,0.00737728130375514,0.0141531538055737,-3.29069311545038
"P30086",-0.443524116835388,25.2591927495802,-3.77040695553222,0.00785554642194398,0.014989231821331,-3.35920762858636
"P40121",-0.386905419456838,24.7642582747283,-3.72952927658703,0.00826883099590877,0.0156929964599774,-3.41507871786172
"Q92597",1.21347903456667,25.2626049909176,3.69076630396361,0.00868283633863209,0.0163644443327832,-3.46826755636043
"P62873;P16520",0.722785871677132,27.5293466246639,3.68780899099356,0.00871534145768625,0.0163644443327832,-3.47233370164791
"Q01518",0.375558453419085,26.5983922279543,3.60827192782498,0.00964150856021666,0.0180076853002988,-3.58212605153237
